# charactristic, type, id, mat1, mat2, tmat, weight, delta
a94f9cfa01b9167b90794ceb784bd58b,32,0,a32e1465,6e881ba3,7cabfeff,67,0
886164962fa2800ce4fa72f8149d5cc3,32,0,31bc0637,6a181a87,1d127dff,57,0
ded03ae7e110aebc080887958977b3ab,32,0,4ac70958,69c01a71,405fffff,63,0
d97772f0fb9047798a94db010cf1ca1b,32,0,68e50d1c,68d01a35,bc07df7f,65,0
ca363cd34094b9959e21f0424501ef97,32,0,7ff20ffe,68681a1b,8b04777f,59,0
9243f73b94f7166002791dc934845f2f,32,0,94181283,673819cf,672b7dff,63,0
cbbd6a8f9bab4b2b2a605d98d305e6f3,32,0,dc501b8a,6578195f,3cf7fb7f,69,0
d0167746546148b224075bb1450768ab,32,0,3cb00796,6278189f,8c65c4ff,55,1
f4070a07ac4e71faa691acb9517de053,32,0,5dd10bba,6170185d,73ccff7d,63,0
d8f9940cbc87c4940e9f10962db48af3,32,0,5ed20bda,6168185b,ccf6bfff,61,0
e5dc5126745eaea79a08d6b7c5b8390f,32,0,7df10fbe,6070181d,2153bdff,67,0
92412f033b57712b5edcd90b149bdbff,32,0,72fe0e5f,60081803,2792fbff,69,0
f3dbca7daf58c7b35df2763c88add597,32,0,a9221524,5ee817bb,b1f3ef7f,77,0
d2f082b11d6b2097193b2e62533a1553,32,0,ae2515c4,5ed017b5,5ddffdbf,59,0
f6e1fff0e54419df9badd96a47409dab,32,0,cf4419e8,5dd81777,2faf5eff,73,0
e09decc627d42f4725a8fff056033d47,32,0,cd4619a8,5dc81773,98ebefbf,67,0
cbc6e2e2823d14a7539fdb898f53aa87,32,0,0a810150,5bf016fd,b007fb7f,67,0
b18e4a006fce99617b8c3044f92ee213,32,0,018a0031,5ba816eb,a079f7ff,59,0
bbfcd4d0d7b422ee15d788a1dbf631c7,32,0,27ac04f5,5a9816a7,dfd37edf,71,0
ed4d8aa119060c5ef9257dcc461cdeaf,32,0,5cd70b9a,59401651,7c33b3ff,65,0
db96ef9f81123944db470c5d8d927abf,32,0,89031120,57e015f9,9ffaadff,69,0
ac0b91bace1be6c81f9303e15cb1984f,32,0,860c10c1,579815e7,81e6f1ff,63,0
fd1aef4429a137a51d120897d383c3cb,32,0,ac261584,56c815b3,21f23eff,63,0
a6790f6a76615d4771c8bb047e694b9b,32,0,a02a1405,56a815ab,ca98efff,67,0
8fbacc741f3c205d73760af25a13a45b,32,0,b63c16c7,56181587,abe37aff,65,0
ee5cc9ffa12ddf516548815b0d2d2b1b,32,0,c8421908,55e8157b,c8edfb7f,67,0
93b3290a565ebb52cfc73602fed61a3f,32,0,e16b1c2d,54a01529,a40ef9ff,69,0
eb634cd27719706e935d484075812aab,32,0,3bb10776,5270149d,46acffff,61,0
e6b1f28de66b343c13750ebe45814d93,32,0,4cc60998,51c81473,a8cf7dfd,65,0
dc337fb03432b7ca057e940b280b87df,32,0,4dc709b8,51c01471,d75cddff,65,1
f76aa9ac3e7beb612fec74b0d14494cf,32,0,6ce60d9c,50c81433,091aeb7f,71,0
8898739e042d219a61b144ca41c50b73,32,0,d35a1a6b,4d28134b,df3bebff,53,0
d3fe2310c7c53a2b3d2191145b6ecaaf,32,0,4ac30958,49e01279,950dbd7f,65,0
f2d56bdc75f6dd0f79e8c94a80f90a6b,32,0,4dc409b8,49d81277,35157fff,71,0
f8a7f50ccd8c668017b371afa221d9bf,32,0,6be20d7c,48e8123b,fb25eaff,67,0
e6336de8d472ca26efc1be9d4c8f5657,32,0,78f10f1e,4870121d,cb77ebff,71,0
b6ae2dd2db7fffed35eebabec2e7c9eb,32,0,820a1041,47a811eb,48fdffff,85,1
bb7bfb157985ada7d9295ecf65b9638f,32,0,860e10c1,478811e3,411bb77d,77,0
e8f090e9fd2b5d7bf38404f437bec4db,32,0,9b131362,476011d9,337de7ff,71,0
83640bb2fb4019f88be137b84258984f,32,0,c34b1869,45a01169,e7a39fff,59,0
dd3ab689dd14bb6e4d8b89f2b701957f,32,0,da521b4a,4568115b,ec4f3fbf,71,0
aaa7c8ac921d64e2895f864e6622778f,32,0,d55d1aab,45101145,8df7ffbf,63,0
da9dfe9ec79452abcf17d5663287eccf,32,0,f8701f0e,4478111f,fc0effff,75,0
9f685e6c2e0af3a4071a6d0551dc6fa7,32,0,01890031,43b010ed,dbffedff,65,0
cce33590aaa403782db7373e03dbc8f3,32,0,1c940392,435810d7,d9a0ff7f,65,0
da9f26a6683435e093b211a41298681f,32,0,1e9603d2,434810d3,1f900bff,57,2
ad025883273dea6c57661e18c3bb8aef,32,0,11990233,433010cd,c11f6dff,65,0
f4fbadaf1be9a13f1390fcc6b364fe6f,32,0,2aa20554,42e810bb,cdb7fdfd,77,0
8eb3054df61a2cf93b83170bc519b6fb,32,0,21a90435,42b010ad,d7cdd1ff,67,0
8b8e58588f8ee48d91331ad29daa339b,32,0,34bc0697,42181087,1073ffff,63,0
b41bda5687f977606ebd136c54a48c13,32,0,8d0a11a1,3fa80feb,1bacad7f,65,0
900dcf8f4c5e583080c446ebd780c9b7,32,0,9f1813e3,3f380fcf,b73b3fff,59,0
ede22f7abb2d3c332a4bf1b2247bf893,32,0,b63116c6,3e700f9d,a967ebff,71,0
d767cadf5afca9dd50afc988deafff83,32,0,c4431888,3de00f79,5deff4ff,79,0
81d1fc36a7c69175d0b29e6ad41bddb7,32,0,cc4b1989,3da00f69,790f7f5f,69,1
8c042af1053cc33f3c757a1b734577d3,32,0,c84f1909,3d800f61,2867f5ff,65,0
c7351f9af673e37584d2da9efc71ab6b,32,0,a1271424,36c00db1,beb7beff,75,0
a44bd72b84d65a83e665c4b856655c2b,32,0,0e8801d1,33b80cef,e36fbfff,63,0
d6ebf41bb24b4d7b8801c6dddff53bbb,32,0,14920292,33680cdb,e02cbfff,75,0
e61be7f6d8687502f051e48d90a72223,32,0,33b50676,32500c95,6811fbff,61,0
8a2f5c22f70bce5c664729daf799ca5b,32,0,3abc0757,32180c87,875efdff,69,0
9e4e75d3f8be563c3c90886385a0c42f,32,0,ae2b15c5,2ea00ba9,5c4f7dff,63,0
ba58600a3319796cd2e9dde40684818b,32,0,bc391787,2e300b8d,9fa77dfd,57,0
c7b2305f58426c3c482c0cf0423ef923,32,0,00850010,2bd00af5,438a77ff,57,0
85e5681a377455a532f78e4a13a24a77,32,0,4ecb09d9,29a00a69,9383c3ff,63,0
adaa95c0b69ecc19e8e730e93682618f,32,0,880c1101,279809e7,a53fbbff,63,1
e85ded0af0a00a5d7c4f4c4875c66637,32,0,971312e2,276009d9,1b65f5ff,63,0
c303538ec96140ee3a320e7c1bd7b87b,32,0,c54118a8,25f0097d,a9d7aedf,63,0
8b21fd832da5d4e0425d96acffcd15a7,32,0,de5a1bcb,2528094b,3da92fff,67,0
c4a41b99d3e1a92bb8ae52e89e51c1cb,32,0,e7631cec,24e00939,8e4b7edf,63,0
f6ce1d76dad6b0e3e8d221f50c362483,32,0,f7731eee,24600919,f463f5ff,65,0
cc4e4873a72f545ea27c7f8241a36a1f,32,0,10940212,235808d7,9f977fff,65,0
9af87e9a5a156cf6226128604b17482b,32,0,189c0313,231808c7,a0e0fcff,59,1
a07af3a7884cef00346ab2d5269d8267,32,0,199d0333,231008c5,50377bfd,61,0
bc747e41f2a66217e4342caa1506f15f,32,0,3db907b7,2230088d,8e392f7f,63,1
f16ce5c15c7e28755a041b2c3ef114bf,32,0,40c40818,21d80877,d34527ff,65,0
fb65f37cfd92cc764da025d8407f8b1f,32,0,b0331606,1e600799,e581faff,71,0
975148a8d2f17728dbb6e88f27416367,32,0,b93a1727,1e28078b,b5f6bfff,65,0
8cf88d59b29b13fa89742a64915c69ef,32,0,bf3c17e7,1e180787,0693f3ff,65,0
a0061352a252a694217a964bed95034f,32,0,bc3f1787,1e000781,29df9f7f,55,0
8cfd3df92eb362a9b93e4c29261d2063,32,0,2aa90555,1ab006ad,7f60bf7f,65,0
fb672b445232ab3d1105e11a60600fcf,32,0,56d50ada,19500655,3de11cdf,59,0
8cfa55611d3b74b1d5d1eea6b143ed3f,32,0,59da0b3b,1928064b,f7d1e7ff,71,0
ceaa65bc41855b30c3e5ce9377819337,32,0,64e70c9c,18c00631,45fe7b7f,65,0
981c5355bcbf639843f899717d35b103,32,0,6cef0d9d,18800621,9d832bff,65,0
8d766ba5f58c90170d7fe1f3b0192907,32,0,890b1121,17a005e9,d7f5fbff,65,0
80a3bd625776c25de1b8058217478363,32,0,8d0f11a1,178005e1,ede037fd,59,0
f8710082d9916e2ae187bf02bc0f3727,32,0,b1331626,16600599,0003f95f,61,0
bf1b05d2cf339fc731ec3061b5200113,32,0,ea681d4d,14b8052f,6223ffff,61,0
dbc735d43b3ebea7e18d149e2df3c66f,32,0,f2701e4e,1478051f,4663f5ff,75,0
cdbb26e2f9ae883f5f8832043cb06683,32,0,f0721e0e,1468051b,a6ef3f7f,63,0
c06ef0255b54da75b34fd6759beecce7,32,0,f4761e8e,14480513,4803b75f,73,0
faec7d18890d5983a5444cc0f66406ab,32,0,f5771eae,14400511,e802fd7f,59,0
dbc5edec949ed9ecbd28d05c0dec42bf,32,0,14960292,134804d3,fc87b6fd,71,0
fae9cdb8152528d0950e2a8d41254f27,32,0,60e20c1c,10e8043b,ebcff9fd,59,0
dbc28574a716cff4d1c772d39ab28fe3,32,0,67e50cfc,10d00435,2cd3bf7d,71,1
9c2fafe11f85b150cd522bde2dd2eb9f,32,0,9d1c13a3,0f1803c7,f82e3dbf,71,0
acdfbc0c75a68929b502098e6280f207,32,0,ba3b1747,0e200389,757eb3ff,57,0
c5d1325510d9ec1be54b6b8fca535243,32,0,d5541aaa,0d580357,cf417f5f,63,0
f01c7cad036e1c1637ab4406ddb2cebb,32,0,e7661cec,0cc80333,898b3eff,65,0
cfa174bd070330dfd7b517a8c8940547,32,0,159402b2,0b5802d7,4de7dfff,63,0
b24e9448f07054dc7d3aa0f13b6f3463,32,0,3cbd0797,0a100285,ad1a6cff,63,0
a9e03921a39226164317c0951a2cf3b7,32,0,49c80939,09b8026f,27322efd,57,0
db401a11950f31ee2d73c2f093bc9427,32,0,53d20a7a,0968025b,5b2baf5f,61,0
e7e9e1ffb561bf7b614a0b847aeae3e3,32,0,a0201404,06f801bf,efe03fbf,75,0
b3c2aa8c18c7b07aa594afa43a35f05b,32,0,ec6c1d8d,04980127,1fcdebfd,63,0
8c7d7aa4b30afbf8192f38c80f0cbf77,32,0,f8781f0f,0438010f,101dfbff,69,0
fc4594ae4923aafa03c2af227bb6a0e7,32,0,33b30676,02600099,7d3f6dfd,65,0
a7211c18256bd60003f7be3e4102e5eb,32,0,4ccc0999,01980067,fe6357ff,59,0
ef03b215c1af420e7b9826eea5184837,32,0,57d70afa,01400051,1133f9ff,61,0
b9b584fc3c957aa6fb85710cafac6a03,32,0,5fdf0bfb,01000041,e9a77dff,67,0
ccb2efdb1088849b177d2ffda3ba7423,32,0,67e70cfc,00c00031,24e3e5ff,69,0
e5712cc579d5f98115c39e0b87c09be3,32,0,71f10e3e,0070001d,a5c9e37f,65,1
afcd76c6a6d893a36d1aea5ca1bb0763,32,0,730d0e61,ff98ffe7,c4e9bfff,69,1
8333e8cdb61126cdc5145673dd726dc3,32,0,700e0e01,ff80ffe1,51937fff,65,0
dd6d55f69045845b037ee839282b60f3,32,0,69170d22,ff48ffd3,b442fb7f,63,0
a082b5036736e058a9f15f60dbd051d7,32,0,403e0807,fe00ff81,89c0c0df,61,0
97d28661241d27fc3fd2832b865afca3,32,0,364806c9,fdb0ff6d,a5a3f7ff,65,0
e572a5511280300451b6814e0fca9b33,32,0,2c52058a,fd60ff59,641df7ff,53,0
e8a77396b07a624ebd71653fa8943157,32,0,2856050a,fd40ff51,6bf57eff,67,0
954893634709064d17fed2665b6f0073,32,0,017f002f,fc08ff03,650e155f,61,0
d0bd3391ae97a742dff36a053834831b,32,0,f8861f10,fbc0fef1,7ed3fdff,65,1
a7204db4e19e78ce1b2765b9e91761eb,32,0,f7891ef1,fbb8feef,787bddff,67,0
ce2ec3ed84e11dfc4b6e07b841c4c1af,32,0,98e6131c,f8c0fe31,b815fbff,65,0
88cf90e1497c1eaf2f442501deeffeff,32,0,601f0c03,f708fdc3,ca57b7ff,71,1
d13665cd75a855fc6bb2c7dfae308a7f,32,0,5b240b64,f6d0fdb5,cff0f9ff,73,0
bd02de195acbeea2fda40a88c90e6207,32,0,522d0a45,f698fda7,de29e77f,61,1
bd05b6816943f8ba914ba8075e50af5b,32,0,215e042b,f500fd41,43e7b47f,63,0
c5d70b61e7a454cd91741287f5181b1f,32,0,1d6203ac,f4e0fd39,ccc4bf7f,63,0
c5d5d35948043386cdd1d645d5079fcf,32,0,fb841f70,f3d0fcf5,8e77f77f,65,0
f522a82c11af1de7d96e569a0d0b4b0b,32,0,afd015fa,f170fc5d,e47ef8fd,63,0
f8f77eebb3554fad35a9b2ebaa55e16f,32,0,abd4157a,f150fc55,d691377f,79,0
e1c4ae18b02b0ace4f47214dc17d1737,32,0,9ae5135c,f0d8fc37,0e79e2fd,61,0
b568caaeb3bc8a86476753033fed56c7,32,0,770b0ee1,efa8fbeb,98bbfffd,69,0
b05597bbca2842f2edd75eda675ed3a7,32,0,621e0c43,ef00fbc1,fcd036ff,73,0
a9664748c95607919739cd7c0c7625ff,32,0,532f0a65,ee88fba3,23fd6dff,65,0
b2c8ea219ab4755ba914ad182d35e22b,32,0,265a04cb,ed20fb49,56a7fdff,61,0
93e3a2ed2887927fedddf546f6a222ef,32,0,215d042b,ed18fb47,fb9f7f7f,73,0
ca188ff9bbf3be67f58ed35aa662d2bf,32,0,fc801f90,ebf0fafd,6df2af7f,77,0
c06a1129038905e89bd56bbf84ba016b,32,0,daa61b54,eac0fab1,7e2befff,57,0
a9649f7066f660dacb9c09be2c69a12f,32,0,b5c916b9,e9b8fa6f,e5d03dbf,65,0
ed1fd97ec87f4238879a7a4a6e7762af,32,0,7a070f40,e7c8f9f3,7ed73dff,73,0
868c2abdfd9c10a39310eb898ccff367,32,0,512c0a25,e690f9a5,7c0cbf5f,65,1
d50741417932e07fb9bdb1b2dec85433,32,0,4c310986,e678f99f,695f6f7d,65,0
ceae84b0195884adeb7f735968d55ebb,32,0,4a370946,e648f993,d8f86fff,69,0
9d2287d4ae7e6269ad3d8bedad8c34b3,32,0,2459048b,e538f94f,66f3fbfd,69,0
ceab34108570f5fedb351514df941737,32,0,dfa21bf4,e2e0f8b9,d3bdf6ff,67,0
ceac5c88b6f8e3e6b7dab79b48cada6b,32,0,acd1159a,e178f85f,1d637bff,73,1
9755a9a48a2ca8b5f32c55453815aeeb,32,0,97ea12fd,e0a0f829,f57fbdff,63,0
9268f4b1f3b860c1599c589c60a62b8b,32,0,82ff105f,e008f803,383e7fff,59,0
9afbf70e3140a57366143725c31d48fb,32,0,453f08a7,de08f783,9407e5ff,65,0
d7e36c8e9f98ef11d82400a3e8eaad1b,32,0,38420708,dde0f779,bc2dfbff,65,0
a89699790bffaaa35a87e6b7c62460ef,32,0,265c04cb,dd10f745,1c766fff,69,0
908e0146bab208e464a02d4f769b5673,32,0,106a020d,dca0f729,584d3dff,57,0
9211a4e4458e58067cc61a4f1cefe32f,32,0,b2c81659,d9b0f66d,27bb17ff,61,0
beef3aef5547ed68d4c8a6606026898f,32,0,b1cb1639,d9a8f66b,1f7bbcff,67,0
d7e6dc2e03b09e42e86e66ee5fabe497,32,0,add715ba,d948f653,fde71f7f,71,1
8e1f29023f64d511ac9884302f749017,32,0,96ec12dd,d890f625,a5fcbd7f,55,0
98633a34fdf4e389129da2aa3e3730fb,32,0,94ee129d,d880f621,b97fbdff,67,0
d357bfff9293b2909a7064620642a5cf,32,0,68130d02,d768f5db,f9383dfd,65,1
eb4f27c023de10d7a457af9ab6fd9353,32,0,5e250bc4,d6d8f5b7,83ff41ff,71,0
9100e7bafda58b09e0abe6d857de169b,32,0,265d04cb,d518f547,6eb21eff,67,0
ab826a872ffc08fff6a07c6d3a54dcd7,32,0,275c04eb,d510f545,d1afffff,71,0
e9d25a5a7342277ee0945c58fc96a2df,32,0,1a61034c,d4f8f53f,a9b4ffff,67,0
ffae496cb1d211e65e917ac2edd50233,32,0,1863030c,d4e8f53b,fe7efbff,67,0
80dbbc9b25b55454dc329cd6c31bcfc7,32,0,067d00cf,d418f507,85b7e9ff,67,0
8d0cb26428ef61556c50bc65445ae173,32,0,e49f1c93,d308f4c3,4de7e57f,59,0
fd31ecce4eee410446f74dc287a1b76f,32,0,bac11758,d1f8f47f,c7dffdff,69,0
8aac92eb01e79e888223427e5682559f,32,0,b5ce16b9,d180f461,b2fdeadf,59,0
f743721ef694fa8b28acf527a57964bb,32,0,9ce7139c,d0c8f433,abdebcdf,71,0
b0ae588b4e07842f3439ac2a121900c7,32,0,661e0cc3,cf00f3c1,a5b7c1ff,53,0
a99d88784d79c14c4ed73f8c7931f69f,32,0,572f0ae5,ce88f3a3,227f9dff,69,0
ec6d982a38cf1110b690e1a2ad2b3c7b,32,0,3b430768,cde8f37b,141cbbff,61,0
ae3da8f764713e91a0a4c1976be94273,32,0,067e00cf,cc00f301,b96edfff,65,0
b0abe82bd22ff57c0473ca67a558494b,32,0,f38b1e71,cba8f2eb,fba855ff,65,0
d9a20eea84d8865638d50ae99ad52453,32,0,ef971df2,cb48f2d3,c1e77cdf,59,0
805bfbc6b80ccd057c23e837ea0a50d3,32,0,d4ac1a95,ca90f2a5,b46de7ff,61,0
b231fd29b13bd4cd2c5f9b2a786db59b,32,0,c4bc1897,ca10f285,bffdbafd,71,0
de022e65add0798bd6a6f4f2880d90bf,32,0,bec617d8,c9c0f271,50f7fdff,65,0
9bf556afebeebfcf420e8853cb499707,32,0,a1d9143b,c938f24f,ded7beff,73,0
e61ab65a1c9ddbcce8813f0a38b2a623,32,0,88f0111e,c870f21d,87cfbdff,63,0
ad2e339173fa8ad5606cf9c200c73317,32,0,740d0e81,c798f1e7,6d7987ff,63,0
900bf6bbbb23e0e6f4fb3fe3e8cb80eb,32,0,572e0ae5,c680f1a1,29f1bfff,73,0
d82958b65fe774e88c94a7330cd12d37,32,0,4c350986,c658f197,1bd27fff,65,0
e036a811dd22c0b7de5cce442b30d6f7,32,0,0970012e,c470f11d,082afadd,63,0
f900c8424274f48794f83baff7596923,32,0,add415ba,c150f055,955fbdff,63,1
834860a0af877941bcebd062812421b7,32,0,a6df14db,c108f043,679fa6df,55,0
dab1958c93533212f81d32bcf1fb5537,32,0,9de413bc,c0d0f035,50377fff,67,0
c9f0dbaf2857ccfeeca819ffb80b70bb,32,0,8af3115e,c068f01b,7dc07bff,73,0
e8db93639a642bdaa86141a1639cb07f,32,0,8df411be,c050f015,7117bbff,63,0
893afe7017fdc2ced2b06887a3fcf263,32,0,80f9101f,c038f00f,70f2efff,69,0
9f46ed46d56df4566cb54e1db2bf528f,32,0,82fb105f,c028f00b,d5437cdf,73,0
81ff4f1c5ca19687bb1dbd723778e09f,32,0,4f3909e7,be38ef8f,72dcefff,71,0
a0d407d0ee9271a3ffd4e52cecef205b,32,0,483e0907,be00ef81,d96e37ff,67,0
bcdde2aea7f0eaac4365d9dc482a9e3f,32,0,1f6903ed,bcb8ef2f,69f56fff,71,1
9df6aa6215c30d8807ac818293bd5efb,32,0,186e030d,bc80ef21,0d65dedf,63,0
af9cac8d1cf4144057d0f29f01dabbb3,32,0,087e010f,bc00ef01,4de3fedd,65,1
dd3e578585c964f365113438a85558f3,32,0,f4821e90,bbe0eef9,78ad4dff,63,0
ea690c7ff56ab54f9fdd4afc628138db,32,0,f1871e30,bbc8eef3,554d7fff,73,0
bb78728112d064229d5c418aedb3635f,32,0,dbad1b75,ba98eea7,327fbeff,61,0
9f690fc0eaff5d6a1fcab682f9c9eba7,32,0,bacc1759,b990ee65,9fb5cfff,75,0
8c2841e351fba3860b7f9dc1b039ce2b,32,0,addb15bb,b928ee4b,09efafff,63,1
fc1277d1047295cf4d37cee9e49c556b,32,0,80f6101e,b840ee11,90d3faff,69,0
9497afd4ba320243a93f0132da4bfc4b,32,0,4c3b0987,b628ed8b,f63279ff,63,0
c226f1a574802cf345cdf45f47a11323,32,0,374006e8,b5f0ed7d,40dbbfff,61,0
b21e1faf8ea97df15f2063b5331b0cb3,32,0,fc8b1f91,b3a8eceb,cf87bdff,69,0
fd9bf9b570ed003aa5d3a7f15287d8df,32,0,c5b218b6,b260ec99,28acf5fd,73,0
e30809c95a9bba84314eca4c2b779a6b,32,0,a5d214ba,b160ec59,5bfbbdff,61,0
db1091f6ebd618c30f6901b49bc8acf7,32,0,93e4127c,b0d0ec35,d7bffdff,65,0
ca4b8d8aae7f5ecf93e10f5b261ceabf,32,0,61150c22,af58ebd7,01faf57f,73,1
85ce6b90503b23046912cb1f47803ed3,32,0,582c0b05,ae90eba5,35a17f7f,57,0
f7692038552e22e46b996bf5594e941f,32,0,31450628,add8eb77,c69036ff,65,0
8a86c0cda25d46e7c116dcacaab5a53b,32,0,186c030d,ac90eb25,96cf3dff,63,1
a6785ec6b294f38969186083d67ccf9b,32,0,1b6f036d,ac88eb23,0c2076ff,65,0
826e4b1f7933dcd98761350455588a3f,32,0,097d012f,ac18eb07,a66b2dff,63,0
912ddd046d97457ecf71da853cb72b63,32,0,f88c1f11,ab90eae5,8daf7dbf,69,0
cde9753d28d7c6592137358214dbda83,32,0,d6a21ad4,aae0eab9,d1edbcdf,65,0
923c9e5ad5bc9671531c26127786ded7,32,0,6c190d83,a738e9cf,c4bf7bff,67,0
e206a8688035a0381554753a23234597,32,0,41340826,a650e995,137185ff,51,0
c95816ecb9f4ea8b5329370e4d329bdb,32,0,1366026c,a4c0e931,0877ebfd,67,0
e5a3384735152eb6cb6ded6c86bab8f7,32,0,85f010be,a070e81d,89a9ddff,71,0
c95da64c25dc9bd863635143fa73d257,32,0,86f310de,a068e81b,7f77ffbf,67,0
c9262e213c4ac4541a9cd752a6259e23,32,0,50220a04,9ee0e7b9,b3bb17ff,57,0
da676002874e3ab80e29fc11efd5bbaf,32,0,473508e6,9e58e797,a203fbff,67,0
adfa1e27c847e534cafdf3ad3ef6595f,32,0,483a0907,9e20e789,ef27bdff,77,0
f13b06be112f174014f17ae7a1dbe133,32,0,f3811e70,9bf8e6ff,d1cfbf7f,65,0
f4065bab68bbdf34be41773ef9686453,32,0,e6941cd2,9b50e6d5,d0dbdbfd,71,0
b919a8b3f5eb834e6c9ee23745c14cef,32,0,e89a1d13,9b20e6c9,1c66a9ff,69,0
e0e73507fab7de054487a266a240f533,32,0,a0d2141a,9960e659,c7b7b7fd,63,0
983588e77450727244b818e609084177,32,0,9cee139d,9880e621,e1d1df7f,53,0
ffff93270bfe9605645b62014db4bee3,32,0,63100c62,9770e5dd,8bcfb6df,71,0
9e1efe3486677f111e8a4b278dd4fcff,32,0,6e1d0dc3,9718e5c7,a6e7777f,73,1
c7e70b18bab334425a7ca9f9fd0b887f,32,0,55260aa4,96c0e5b1,fc0032ff,69,0
821073d2fc8df206ced4d558be4f8fc7,32,0,4a390947,9638e58f,003f78df,67,1
99bedebbaf6f80ccf0f9b53c9f0c4813,32,0,3f4c07e9,9590e565,ecd1fb7f,71,0
c578aeba458f64a0421a9ef9977f3d23,32,0,f7841ef0,93d0e4f5,0797ffff,67,1
87289e6719314b21542ebecc51bd432b,32,0,cab91957,9238e48f,b9e3fedf,61,0
99bb6e1b3347f19fc0b3d371284d019f,32,0,aad9155b,9138e44f,415fed5f,67,0
ae6c72bcde5db9729a6ed954cb88fea3,32,0,7d0d0fa1,8f98e3e7,f7fdf7ff,73,0
dccc518ce8c0ae8af40adb3142189933,32,0,67170ce2,8f48e3d3,0a1f377f,57,0
de56448e8bd48f3bdc268a7c9f2d65e3,32,0,50200a04,8ef0e3bd,b02bfcdf,69,0
cf8a7737604c467e8c5052fd9cb671e3,32,0,0373006e,8c68e31b,a01f7fff,67,0
e1eb4c9e8fb9a3f23c38d9d28a0bae1f,32,0,a2d2145a,8960e259,feffb97f,69,0
e067725a670e4754e496d6878b516a27,32,0,72030e40,87e8e1fb,a4a7ffff,63,1
a0ad578558a44964da8ea7ff90a6e8ff,32,0,78090f01,87b8e1ef,19f3f7fd,67,0
c4716783aca968040aef830008752f83,32,0,60110c02,8778e1df,a143e9ff,53,0
896e949b31f9347ed8301609b4dc073f,32,0,6e1f0dc3,8708e1c3,6dbff7ff,63,0
9a2a6a1816d5bbc1fccf5b074a6d6b3f,32,0,ec9d1d93,8318e0c7,39122dbf,69,0
b6d4f413061c0eaf54c1e72836a4019f,32,0,ef9e1df3,8300e0c1,7413f3ff,59,0
a70faf32de0cd1f268589d26a261d8c3,32,0,cfbe19f7,8200e081,d597affd,63,0
ef353abc4f0afbcbe2c78c8d9987d9ab,32,0,69070d20,7fc8dff3,d9d7f7ff,73,0
d72da283fe47598cdce047752938ef37,32,0,5f310be6,7e78df9f,d8bfbdff,69,0
c9be52ffd431e332487d2ac850c8ad83,32,0,3f5107ea,7d78df5f,1d97f7ff,63,0
be21f4e234985bf5d00ce1b6a1f4cba3,32,0,d6b81ad7,7a30de8d,cdb777ff,65,1
c46e3498eae3c02b94f0a8f440d74e6b,32,0,aec015d8,79f0de7d,ac6fff7f,61,1
c9bbe25f4819926178374c85e789e40f,32,0,aac41558,79d0de75,e13d7fbf,63,0
cc86bf4a318d5a15d287415cbf3a616f,32,0,bfd117fa,7978de5f,7feefffd,65,0
ea0abf91993e54f414d24596e12bd81b,32,0,9af4135e,7850de15,8d6b6fff,63,0
c837dc9ba0ae76c7a09943d0e6d32037,32,0,7a150f42,7758ddd7,6fcefd7f,63,0
ab4ca48a4e23be62f2643bbbfb869efb,32,0,402f0805,7688dda3,300b3dfd,71,0
f0282c3c226bc298f2512aa7c132dbf7,32,0,3f5007ea,7570dd5d,9470b77f,61,0
a9d1d9101ebf89cbb6a7c879b1edaf77,32,0,046b008d,74a8dd2b,2f737edf,73,0
88fa91dcac8c6eeff26e90276a7a6fb3,32,0,036c006d,7490dd25,7e9eefff,71,0
a4040fd7bc45db815a602c0816b30513,32,0,006f000d,7488dd23,ade5d7ff,53,0
d6a6f4df2578ab3268a1eaafbf3ce653,32,0,fc931f92,7368dcdb,b7217dff,73,0
94f6c40279c684b37e95ca9a79fe985b,32,0,c1ae1835,7280dca1,7952ffff,67,0
99247a5de8b4c0e1febd8c6449feff63,32,0,b6d916db,7138dc4f,ab0fbffd,71,0
b5dae456f87d758f56b3304b353795c3,32,0,b5da16bb,7120dc49,79de7bff,71,0
e1f6c7bd66536c96fe8236e4e2b64b27,32,0,8ae5115c,70d8dc37,d47efb7f,71,0
e91e4c6fbd3df6a8b8f5df4c1d5b6423,32,0,9bf4137e,7050dc15,167e8dff,73,0
fadf45119b8091150c5180ee7dbadebb,32,0,5e320bc6,6e60db99,89a1eaff,65,1
c05aa0b47a5104fb76b5b8d4876ed9ab,32,0,2c400588,6df0db7d,7803feff,65,0
f230a65b73661d3326c9cbc915093ce3,32,0,3c50078a,6d70db5d,3c45f5ff,63,1
bdb540418d2260f8dc3a0f8d7495e88f,32,0,056900ad,6cb8db2f,32bbffff,61,0
cd8dae4b770b31fac6d79867002ff71f,32,0,cea219d4,6ae0dab9,6b67bfff,71,0
ba17b8f60b8af86e6eec35544652d8b3,32,0,b2de165b,6900da41,85b17bff,67,0
8fdaf60e183d0863bc0c1add51b3444b,32,0,80ec101d,6890da25,9bebf5bf,61,0
b0652626b3f043e100b78db1648a0b67,32,0,94f8129f,6830da0d,4c775eff,57,0
af7d800642b90be1206b4dd68b7e40b7,32,0,573a0ae7,6620d989,5ac5abff,61,0
dddacbae47ac0a0122e0ed3c95b0ea7b,32,0,3e5307ca,6568d95b,7989b6ff,65,0
ea8f486c98afbcf68489573a7f7b0e83,32,0,ddb01bb6,6270d89d,b5699fff,69,0
